GEO_ID,NAME,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,TOTAL,B03002_001M,B03002_002E,B03002_002M,WHITE,B03002_003M,BLACK,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,HISPANIC,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
291279609002,"Block Group 2, Census Tract 9609, Marion County, Missouri",0.850374065,0.149625935,0,401,171,401,171,341,162,60,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291279609003,"Block Group 3, Census Tract 9609, Marion County, Missouri",1,0,0,462,190,462,190,462,190,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291279609004,"Block Group 4, Census Tract 9609, Marion County, Missouri",0.841897233,0.002371542,0,1265,267,1265,267,1065,254,3,8,103,94,0,11,11,21,44,68,39,45,17,30,22,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291294701001,"Block Group 1, Census Tract 4701, Mercer County, Missouri",0.98778626,0.003053435,0,655,142,655,142,647,143,2,4,0,11,0,11,0,11,0,11,6,10,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291294701002,"Block Group 2, Census Tract 4701, Mercer County, Missouri",0.979472141,0,0.020527859,682,103,668,103,668,103,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,14,12,14,0,11,0,11,0,11,0,11,0,11,2,5,0,11,2,5
291294702001,"Block Group 1, Census Tract 4702, Mercer County, Missouri",0.937719298,0.006140351,0.016666667,1140,182,1121,181,1069,184,7,9,0,11,17,27,0,11,0,11,28,38,0,11,28,38,19,16,12,13,0,11,0,11,0,11,0,11,7,9,0,11,0,11,0,11
291294702002,"Block Group 2, Census Tract 4702, Mercer County, Missouri",0.946872322,0.009425878,0.043701799,1167,181,1116,178,1105,179,11,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,51,22,35,24,0,11,0,11,0,11,0,11,16,22,0,11,0,11,0,11
291319625001,"Block Group 1, Census Tract 9625, Miller County, Missouri",1,0,0,783,258,783,258,783,258,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319625002,"Block Group 2, Census Tract 9625, Miller County, Missouri",0.944246738,0.007117438,0.021352313,843,127,825,130,796,125,6,15,0,11,2,4,0,11,0,11,21,30,0,11,21,30,18,19,18,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319625003,"Block Group 3, Census Tract 9625, Miller County, Missouri",0.976130653,0,0,796,195,796,195,777,196,0,11,5,11,0,11,0,11,0,11,14,28,0,11,14,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319625004,"Block Group 4, Census Tract 9625, Miller County, Missouri",0.954545455,0,0.024242424,990,220,966,219,945,223,0,11,0,11,12,23,0,11,0,11,9,15,0,11,9,15,24,34,21,30,0,11,0,11,0,11,0,11,3,7,0,11,0,11,0,11
291319625005,"Block Group 5, Census Tract 9625, Miller County, Missouri",1,0,0,1820,372,1820,372,1820,372,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319625006,"Block Group 6, Census Tract 9625, Miller County, Missouri",0.961730449,0,0,601,192,601,192,578,189,0,11,0,11,23,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319626001,"Block Group 1, Census Tract 9626, Miller County, Missouri",0.978508217,0,0,791,201,791,201,774,199,0,11,9,17,0,11,0,11,4,7,4,7,4,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319626002,"Block Group 2, Census Tract 9626, Miller County, Missouri",0.973286876,0,0,861,254,861,254,838,250,0,11,23,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319626003,"Block Group 3, Census Tract 9626, Miller County, Missouri",1,0,0,899,219,899,219,899,219,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319626004,"Block Group 4, Census Tract 9626, Miller County, Missouri",0.971807629,0,0,603,229,603,229,586,230,0,11,0,11,0,11,0,11,0,11,17,30,0,11,17,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319627001,"Block Group 1, Census Tract 9627, Miller County, Missouri",0.955050749,0.010633156,0.009666506,2069,314,2049,315,1976,293,22,40,32,60,0,11,0,11,0,11,19,43,0,11,19,43,20,30,20,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319627002,"Block Group 2, Census Tract 9627, Miller County, Missouri",0.956850534,0,0.015569395,2248,387,2213,386,2151,378,0,11,0,11,62,67,0,11,0,11,0,11,0,11,0,11,35,43,35,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319628001,"Block Group 1, Census Tract 9628, Miller County, Missouri",0.944122298,0.015814444,0.005271481,1897,391,1887,391,1791,385,30,20,35,59,7,10,0,11,0,11,24,30,0,11,24,30,10,13,10,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319628002,"Block Group 2, Census Tract 9628, Miller County, Missouri",0.850771294,0,0.083836351,2982,556,2732,604,2537,576,0,11,0,11,0,11,0,11,0,11,195,131,0,11,195,131,250,145,248,144,0,11,1,2,0,11,0,11,0,11,1,3,0,11,1,3
291319628003,"Block Group 3, Census Tract 9628, Miller County, Missouri",0.987208009,0,0.004449388,1798,475,1790,472,1775,470,0,11,0,11,15,27,0,11,0,11,0,11,0,11,0,11,8,13,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319629001,"Block Group 1, Census Tract 9629, Miller County, Missouri",0.941052632,0,0.058947368,475,261,447,252,447,252,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,42,28,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319629002,"Block Group 2, Census Tract 9629, Miller County, Missouri",0.9844479,0,0.0155521,643,271,633,270,633,270,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,20,10,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319629003,"Block Group 3, Census Tract 9629, Miller County, Missouri",0.985855728,0,0.014144272,707,309,697,309,697,309,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,20,0,11,0,11,0,11,0,11,0,11,10,20,0,11,0,11,0,11
291319629004,"Block Group 4, Census Tract 9629, Miller County, Missouri",1,0,0,891,380,891,380,891,380,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319629005,"Block Group 5, Census Tract 9629, Miller County, Missouri",0.942569993,0.003589375,0.022972003,1393,400,1361,401,1313,404,5,7,33,57,0,11,0,11,0,11,10,18,10,18,0,11,32,41,32,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291319629006,"Block Group 6, Census Tract 9629, Miller County, Missouri",0.801980198,0,0.03960396,1111,357,1067,341,891,341,0,11,176,182,0,11,0,11,0,11,0,11,0,11,0,11,44,56,44,56,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339501001,"Block Group 1, Census Tract 9501, Mississippi County, Missouri",0.884433962,0.115566038,0,424,117,424,117,375,113,49,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339501002,"Block Group 2, Census Tract 9501, Mississippi County, Missouri",0.945121951,0.031707317,0.008536585,820,141,813,141,775,135,26,27,6,10,0,11,0,11,0,11,6,6,0,11,6,6,7,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339501003,"Block Group 3, Census Tract 9501, Mississippi County, Missouri",0.59706499,0.336268344,0.00754717,2385,275,2367,275,1424,260,802,114,73,40,0,11,6,11,0,11,62,33,5,10,57,33,18,18,12,15,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11
291339502001,"Block Group 1, Census Tract 9502, Mississippi County, Missouri",0.455252918,0.542801556,0,514,208,514,208,234,121,279,160,1,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339502002,"Block Group 2, Census Tract 9502, Mississippi County, Missouri",0.098786828,0.846620451,0.054592721,1154,324,1091,326,114,97,977,331,0,11,0,11,0,11,0,11,0,11,0,11,0,11,63,77,0,11,63,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339502003,"Block Group 3, Census Tract 9502, Mississippi County, Missouri",0.315706393,0.633780584,0.034727703,1267,321,1223,314,400,154,803,309,0,11,0,11,0,11,0,11,20,33,0,11,20,33,44,71,44,71,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339502004,"Block Group 4, Census Tract 9502, Mississippi County, Missouri",0.855106888,0.14330958,0,1263,268,1263,268,1080,204,181,167,0,11,0,11,0,11,0,11,2,4,0,11,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339503001,"Block Group 1, Census Tract 9503, Mississippi County, Missouri",0.691256831,0.083333333,0.191256831,732,165,592,141,506,129,61,96,25,39,0,11,0,11,0,11,0,11,0,11,0,11,140,117,125,126,0,11,0,11,0,11,0,11,15,26,0,11,0,11,0,11
291339503002,"Block Group 2, Census Tract 9503, Mississippi County, Missouri",0.96768559,0.001746725,0.020960699,1145,252,1121,244,1108,245,2,4,0,11,9,12,0,11,0,11,2,3,0,11,2,3,24,39,24,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339504001,"Block Group 1, Census Tract 9504, Mississippi County, Missouri",0.968047337,0.00591716,0,845,288,845,288,818,281,5,8,0,11,0,11,0,11,0,11,22,41,0,11,22,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339504002,"Block Group 2, Census Tract 9504, Mississippi County, Missouri",0.843575419,0.136312849,0,895,215,895,215,755,204,122,147,0,11,0,11,0,11,0,11,18,26,0,11,18,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339504003,"Block Group 3, Census Tract 9504, Mississippi County, Missouri",0.993451824,0.006548176,0,1069,263,1069,263,1062,262,7,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291339504004,"Block Group 4, Census Tract 9504, Mississippi County, Missouri",0.989632422,0,0,1061,286,1061,286,1050,288,0,11,11,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353851001,"Block Group 1, Census Tract 3851, Moniteau County, Missouri",0.938250429,0.010291595,0.025728988,1166,186,1136,186,1094,186,12,16,16,24,0,11,0,11,0,11,14,13,0,11,14,13,30,37,27,35,0,11,0,11,0,11,0,11,0,11,3,8,0,11,3,8
291353851002,"Block Group 2, Census Tract 3851, Moniteau County, Missouri",0.951698113,0.021886792,0.017358491,1325,241,1302,248,1261,253,29,40,12,17,0,11,0,11,0,11,0,11,0,11,0,11,23,38,23,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353851003,"Block Group 3, Census Tract 3851, Moniteau County, Missouri",1,0,0,1516,234,1516,234,1516,234,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353852001,"Block Group 1, Census Tract 3852, Moniteau County, Missouri",0.775510204,0,0.219563688,1421,293,1109,234,1102,235,0,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,312,151,289,152,0,11,0,11,0,11,0,11,23,35,0,11,0,11,0,11
291353852002,"Block Group 2, Census Tract 3852, Moniteau County, Missouri",0.75,0.011261261,0.227477477,888,207,686,177,666,174,10,16,0,11,0,11,0,11,0,11,10,16,0,11,10,16,202,140,202,140,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353852003,"Block Group 3, Census Tract 3852, Moniteau County, Missouri",0.945076695,0.009401286,0.031667491,2021,281,1957,272,1910,271,19,21,0,11,0,11,0,11,0,11,28,34,0,11,28,34,64,56,33,39,0,11,31,46,0,11,0,11,0,11,0,11,0,11,0,11
291353853001,"Block Group 1, Census Tract 3853, Moniteau County, Missouri",0.998398719,0,0.001601281,1249,204,1247,204,1247,204,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,4,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353853002,"Block Group 2, Census Tract 3853, Moniteau County, Missouri",0.996774194,0.001290323,0.001935484,1550,236,1547,236,1545,236,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353853003,"Block Group 3, Census Tract 3853, Moniteau County, Missouri",0.96625222,0.008880995,0.019538188,563,121,552,121,544,122,5,7,0,11,2,4,0,11,0,11,1,2,1,2,0,11,11,13,11,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353854001,"Block Group 1, Census Tract 3854, Moniteau County, Missouri",0.983892617,0.008053691,0.008053691,1490,342,1478,344,1466,345,12,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,18,12,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353854002,"Block Group 2, Census Tract 3854, Moniteau County, Missouri",0.934497817,0.001746725,0.063755459,1145,206,1072,194,1070,194,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,73,76,73,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291353854003,"Block Group 3, Census Tract 3854, Moniteau County, Missouri",0.747663551,0.202686916,0.029205607,1712,232,1662,226,1280,204,347,93,3,6,0,11,0,11,0,11,32,25,0,11,32,25,50,34,27,26,0,11,0,11,0,11,0,11,8,11,15,15,5,9,10,12
291379601001,"Block Group 1, Census Tract 9601, Monroe County, Missouri",0.849723757,0.101657459,0,905,203,905,203,769,188,92,70,7,11,22,25,0,11,0,11,15,23,0,11,15,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379601002,"Block Group 2, Census Tract 9601, Monroe County, Missouri",0.866156788,0.037284895,0.024856597,1046,194,1020,193,906,186,39,44,47,54,0,11,0,11,0,11,28,25,0,11,28,25,26,37,26,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379601003,"Block Group 3, Census Tract 9601, Monroe County, Missouri",0.972246314,0,0.020815265,1153,234,1129,230,1121,230,0,11,0,11,8,14,0,11,0,11,0,11,0,11,0,11,24,36,24,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379601004,"Block Group 4, Census Tract 9601, Monroe County, Missouri",0.976595745,0,0,470,167,470,167,459,167,0,11,0,11,11,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379602001,"Block Group 1, Census Tract 9602, Monroe County, Missouri",0.985645933,0,0,627,157,627,157,618,154,0,11,0,11,0,11,0,11,0,11,9,13,0,11,9,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379602002,"Block Group 2, Census Tract 9602, Monroe County, Missouri",0.861566485,0.051001821,0.087431694,549,134,501,113,473,109,28,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,55,48,55,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379602003,"Block Group 3, Census Tract 9602, Monroe County, Missouri",0.908008658,0.085497835,0,924,148,924,148,839,144,79,77,0,11,0,11,0,11,0,11,6,9,0,11,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379602004,"Block Group 4, Census Tract 9602, Monroe County, Missouri",0.889643463,0.088285229,0,589,122,589,122,524,118,52,47,0,11,0,11,4,7,0,11,9,10,0,11,9,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379603001,"Block Group 1, Census Tract 9603, Monroe County, Missouri",0.910087719,0,0.089912281,456,86,415,76,415,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,43,41,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379603002,"Block Group 2, Census Tract 9603, Monroe County, Missouri",0.989076465,0.002979146,0,1007,123,1007,123,996,120,3,4,0,11,0,11,0,11,0,11,8,11,0,11,8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291379603003,"Block Group 3, Census Tract 9603, Monroe County, Missouri",0.993355482,0,0.006644518,903,153,897,152,897,152,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,9,0,11,0,11,0,11,0,11,0,11,0,11,6,9,6,9,0,11
291399701001,"Block Group 1, Census Tract 9701, Montgomery County, Missouri",0.944223108,0.017264276,0.017264276,753,124,740,119,711,117,13,23,3,4,0,11,0,11,0,11,13,16,0,11,13,16,13,23,0,11,7,12,0,11,0,11,0,11,0,11,6,12,0,11,6,12
291399701002,"Block Group 2, Census Tract 9701, Montgomery County, Missouri",0.963133641,0.007680492,0.021505376,651,134,637,125,627,125,5,9,0,11,0,11,0,11,0,11,5,8,0,11,5,8,14,25,14,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399701003,"Block Group 3, Census Tract 9701, Montgomery County, Missouri",0.869496855,0.031446541,0.06918239,636,140,592,122,553,115,20,21,0,11,0,11,7,11,0,11,12,18,0,11,12,18,44,44,44,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399701004,"Block Group 4, Census Tract 9701, Montgomery County, Missouri",0.986813187,0.013186813,0,455,95,455,95,449,94,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399702001,"Block Group 1, Census Tract 9702, Montgomery County, Missouri",0.976253298,0,0,758,182,758,182,740,183,0,11,0,11,0,11,0,11,0,11,18,29,0,11,18,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399702002,"Block Group 2, Census Tract 9702, Montgomery County, Missouri",0.918817204,0.029032258,0.012365591,1860,187,1837,186,1709,189,54,34,0,11,7,12,0,11,0,11,67,50,0,11,67,50,23,26,23,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399702003,"Block Group 3, Census Tract 9702, Montgomery County, Missouri",0.92815759,0.011587486,0.034762457,863,152,833,149,801,147,10,12,0,11,0,11,0,11,0,11,22,34,0,11,22,34,30,46,1,3,0,11,0,11,0,11,0,11,29,46,0,11,0,11,0,11
291399703001,"Block Group 1, Census Tract 9703, Montgomery County, Missouri",0.995758218,0,0,943,173,943,173,939,173,0,11,0,11,0,11,0,11,0,11,4,8,0,11,4,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399703002,"Block Group 2, Census Tract 9703, Montgomery County, Missouri",0.908992416,0.005417118,0.072589382,923,155,856,142,839,140,5,8,0,11,7,9,0,11,0,11,5,6,0,11,5,6,67,80,0,11,0,11,0,11,0,11,0,11,67,80,0,11,0,11,0,11
291399703003,"Block Group 3, Census Tract 9703, Montgomery County, Missouri",0.812130178,0.053254438,0,676,271,676,271,549,215,36,34,0,11,10,15,0,11,0,11,81,61,0,11,81,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399703004,"Block Group 4, Census Tract 9703, Montgomery County, Missouri",1,0,0,636,139,636,139,636,139,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399704001,"Block Group 1, Census Tract 9704, Montgomery County, Missouri",0.945226917,0.00312989,0,639,144,639,144,604,144,2,3,0,11,5,7,0,11,0,11,28,24,0,11,28,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399704002,"Block Group 2, Census Tract 9704, Montgomery County, Missouri",1,0,0,557,139,557,139,557,139,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291399704003,"Block Group 3, Census Tract 9704, Montgomery County, Missouri",0.958663149,0.011433597,0.029903254,1137,206,1103,211,1090,211,13,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,39,7,15,0,11,0,11,0,11,0,11,27,38,0,11,0,11,0,11
291414701001,"Block Group 1, Census Tract 4701, Morgan County, Missouri",0.996993988,0,0,998,264,998,264,995,264,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414701002,"Block Group 2, Census Tract 4701, Morgan County, Missouri",1,0,0,1909,443,1909,443,1909,443,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414701003,"Block Group 3, Census Tract 4701, Morgan County, Missouri",0.92827945,0.007432181,0.022668153,2691,443,2630,438,2498,432,20,22,0,11,92,104,0,11,0,11,20,27,2,3,18,27,61,89,6,12,0,11,0,11,0,11,0,11,0,11,55,89,55,89,0,11
291414701004,"Block Group 4, Census Tract 4701, Morgan County, Missouri",0.976539589,0,0,1023,266,1023,266,999,260,0,11,0,11,0,11,0,11,0,11,24,26,0,11,24,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414702001,"Block Group 1, Census Tract 4702, Morgan County, Missouri",0.922360248,0.002070393,0.033126294,966,284,934,278,891,263,2,5,0,11,0,11,0,11,0,11,41,59,0,11,41,59,32,44,32,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414702002,"Block Group 2, Census Tract 4702, Morgan County, Missouri",0.996007984,0,0,1503,310,1503,310,1497,311,0,11,0,11,0,11,0,11,0,11,6,10,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414702003,"Block Group 3, Census Tract 4702, Morgan County, Missouri",0.963873943,0,0.008455035,1301,230,1290,229,1254,217,0,11,2,4,0,11,0,11,0,11,34,40,0,11,34,40,11,18,0,11,0,11,0,11,11,18,0,11,0,11,0,11,0,11,0,11
291414703001,"Block Group 1, Census Tract 4703, Morgan County, Missouri",0.963302752,0.002293578,0.026376147,872,222,849,226,840,228,2,6,0,11,0,11,0,11,0,11,7,11,0,11,7,11,23,48,23,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414703002,"Block Group 2, Census Tract 4703, Morgan County, Missouri",0.780141844,0.0535855,0.081166273,1269,240,1166,205,990,185,68,39,0,11,0,11,0,11,0,11,108,107,0,11,108,107,103,90,103,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414703003,"Block Group 3, Census Tract 4703, Morgan County, Missouri",0.804347826,0.011775362,0.179347826,1104,202,906,185,888,185,13,14,0,11,0,11,0,11,0,11,5,8,0,11,5,8,198,133,175,124,0,11,0,11,0,11,0,11,14,18,9,11,0,11,9,11
291414704001,"Block Group 1, Census Tract 4704, Morgan County, Missouri",1,0,0,791,238,791,238,791,238,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414704002,"Block Group 2, Census Tract 4704, Morgan County, Missouri",1,0,0,400,146,400,146,400,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414704003,"Block Group 3, Census Tract 4704, Morgan County, Missouri",0.994110718,0.002355713,0.003533569,849,301,846,300,844,300,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,1,2,0,11,0,11,0,11,0,11,2,4,0,11,0,11,0,11
291414705001,"Block Group 1, Census Tract 4705, Morgan County, Missouri",0.843940715,0.045335658,0.023539669,1147,403,1120,411,968,387,52,63,74,112,26,41,0,11,0,11,0,11,0,11,0,11,27,42,27,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
291414705002,"Block Group 2, Census Tract 4705, Morgan County, Missouri",0.941351889,0.012922465,0,1006,234,1006,234,947,216,13,24,0,11,19,32,0,11,0,11,27,37,0,11,27,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
