GEO_ID,GEOID,NAME,MEDIAN GROSS RENT,B25064_001M
1500000US290970101003,290970101003,"Block Group 3, Census Tract 101, Jasper County, Missouri",776,65
1500000US290970101004,290970101004,"Block Group 4, Census Tract 101, Jasper County, Missouri",726,68
1500000US290970102001,290970102001,"Block Group 1, Census Tract 102, Jasper County, Missouri",869,139
1500000US290970102002,290970102002,"Block Group 2, Census Tract 102, Jasper County, Missouri",-,**
1500000US290970102003,290970102003,"Block Group 3, Census Tract 102, Jasper County, Missouri",-,**
1500000US290970102004,290970102004,"Block Group 4, Census Tract 102, Jasper County, Missouri",930,334
1500000US290970103001,290970103001,"Block Group 1, Census Tract 103, Jasper County, Missouri",774,52
1500000US290970103002,290970103002,"Block Group 2, Census Tract 103, Jasper County, Missouri",775,29
1500000US290970103003,290970103003,"Block Group 3, Census Tract 103, Jasper County, Missouri",691,264
1500000US290970104001,290970104001,"Block Group 1, Census Tract 104, Jasper County, Missouri",883,46
1500000US290970104002,290970104002,"Block Group 2, Census Tract 104, Jasper County, Missouri",910,53
1500000US290970104003,290970104003,"Block Group 3, Census Tract 104, Jasper County, Missouri",819,113
1500000US290970105001,290970105001,"Block Group 1, Census Tract 105, Jasper County, Missouri",945,245
1500000US290970105002,290970105002,"Block Group 2, Census Tract 105, Jasper County, Missouri",855,120
1500000US290970105003,290970105003,"Block Group 3, Census Tract 105, Jasper County, Missouri",939,594
1500000US290970105004,290970105004,"Block Group 4, Census Tract 105, Jasper County, Missouri",976,202
1500000US290970105005,290970105005,"Block Group 5, Census Tract 105, Jasper County, Missouri",-,**
1500000US290970105006,290970105006,"Block Group 6, Census Tract 105, Jasper County, Missouri",981,562
1500000US290970106001,290970106001,"Block Group 1, Census Tract 106, Jasper County, Missouri",808,213
1500000US290970106002,290970106002,"Block Group 2, Census Tract 106, Jasper County, Missouri",731,105
1500000US290970106003,290970106003,"Block Group 3, Census Tract 106, Jasper County, Missouri",715,280
1500000US290970106004,290970106004,"Block Group 4, Census Tract 106, Jasper County, Missouri",887,285
1500000US290970106005,290970106005,"Block Group 5, Census Tract 106, Jasper County, Missouri",957,498
1500000US290970106006,290970106006,"Block Group 6, Census Tract 106, Jasper County, Missouri",1025,163
1500000US290970107001,290970107001,"Block Group 1, Census Tract 107, Jasper County, Missouri",651,550
1500000US290970107002,290970107002,"Block Group 2, Census Tract 107, Jasper County, Missouri",888,70
1500000US290970107003,290970107003,"Block Group 3, Census Tract 107, Jasper County, Missouri",-,**
1500000US290970108001,290970108001,"Block Group 1, Census Tract 108, Jasper County, Missouri",824,262
1500000US290970108002,290970108002,"Block Group 2, Census Tract 108, Jasper County, Missouri",673,65
1500000US290970108003,290970108003,"Block Group 3, Census Tract 108, Jasper County, Missouri",850,260
1500000US290970108004,290970108004,"Block Group 4, Census Tract 108, Jasper County, Missouri",685,78
1500000US290970108005,290970108005,"Block Group 5, Census Tract 108, Jasper County, Missouri",814,159
1500000US290970109001,290970109001,"Block Group 1, Census Tract 109, Jasper County, Missouri",663,79
1500000US290970109002,290970109002,"Block Group 2, Census Tract 109, Jasper County, Missouri",1047,150
1500000US290970109003,290970109003,"Block Group 3, Census Tract 109, Jasper County, Missouri",796,185
1500000US290970109004,290970109004,"Block Group 4, Census Tract 109, Jasper County, Missouri",641,435
1500000US290970110001,290970110001,"Block Group 1, Census Tract 110, Jasper County, Missouri",801,80
1500000US290970110002,290970110002,"Block Group 2, Census Tract 110, Jasper County, Missouri",554,68
1500000US290970110003,290970110003,"Block Group 3, Census Tract 110, Jasper County, Missouri",942,753
1500000US290970110004,290970110004,"Block Group 4, Census Tract 110, Jasper County, Missouri",637,85
1500000US290970110005,290970110005,"Block Group 5, Census Tract 110, Jasper County, Missouri",739,139
1500000US290970111001,290970111001,"Block Group 1, Census Tract 111, Jasper County, Missouri",743,633
1500000US290970111002,290970111002,"Block Group 2, Census Tract 111, Jasper County, Missouri",742,138
1500000US290970112001,290970112001,"Block Group 1, Census Tract 112, Jasper County, Missouri",788,74
1500000US290970112002,290970112002,"Block Group 2, Census Tract 112, Jasper County, Missouri",722,195
1500000US290970112003,290970112003,"Block Group 3, Census Tract 112, Jasper County, Missouri",796,795
1500000US290970112004,290970112004,"Block Group 4, Census Tract 112, Jasper County, Missouri",715,125
1500000US290970113001,290970113001,"Block Group 1, Census Tract 113, Jasper County, Missouri",855,90
1500000US290970113002,290970113002,"Block Group 2, Census Tract 113, Jasper County, Missouri",-,**
1500000US290970113003,290970113003,"Block Group 3, Census Tract 113, Jasper County, Missouri",1023,180
1500000US290970113004,290970113004,"Block Group 4, Census Tract 113, Jasper County, Missouri",918,257
1500000US290970113005,290970113005,"Block Group 5, Census Tract 113, Jasper County, Missouri",1075,262
1500000US290970114001,290970114001,"Block Group 1, Census Tract 114, Jasper County, Missouri",758,284
1500000US290970114002,290970114002,"Block Group 2, Census Tract 114, Jasper County, Missouri",-,**
1500000US290970114003,290970114003,"Block Group 3, Census Tract 114, Jasper County, Missouri",310,45
1500000US290970114004,290970114004,"Block Group 4, Census Tract 114, Jasper County, Missouri",730,234
1500000US290970115001,290970115001,"Block Group 1, Census Tract 115, Jasper County, Missouri",875,221
1500000US290970115002,290970115002,"Block Group 2, Census Tract 115, Jasper County, Missouri",919,645
1500000US290970115003,290970115003,"Block Group 3, Census Tract 115, Jasper County, Missouri",1107,509
1500000US290970115004,290970115004,"Block Group 4, Census Tract 115, Jasper County, Missouri",738,371
1500000US290970115005,290970115005,"Block Group 5, Census Tract 115, Jasper County, Missouri",818,95
1500000US290970115006,290970115006,"Block Group 6, Census Tract 115, Jasper County, Missouri",754,469
1500000US290970116001,290970116001,"Block Group 1, Census Tract 116, Jasper County, Missouri",804,665
1500000US290970116002,290970116002,"Block Group 2, Census Tract 116, Jasper County, Missouri",775,263
1500000US290970116003,290970116003,"Block Group 3, Census Tract 116, Jasper County, Missouri",638,351
1500000US290970116004,290970116004,"Block Group 4, Census Tract 116, Jasper County, Missouri",685,85
1500000US290970116005,290970116005,"Block Group 5, Census Tract 116, Jasper County, Missouri",751,75
1500000US290970117001,290970117001,"Block Group 1, Census Tract 117, Jasper County, Missouri",777,42
1500000US290970117002,290970117002,"Block Group 2, Census Tract 117, Jasper County, Missouri",535,294
1500000US290970117003,290970117003,"Block Group 3, Census Tract 117, Jasper County, Missouri",-,**
1500000US290970117004,290970117004,"Block Group 4, Census Tract 117, Jasper County, Missouri",-,**
1500000US290970117005,290970117005,"Block Group 5, Census Tract 117, Jasper County, Missouri",867,168
1500000US290970118001,290970118001,"Block Group 1, Census Tract 118, Jasper County, Missouri",754,89
1500000US290970118002,290970118002,"Block Group 2, Census Tract 118, Jasper County, Missouri",518,175
1500000US290970118003,290970118003,"Block Group 3, Census Tract 118, Jasper County, Missouri",762,151
1500000US290970118004,290970118004,"Block Group 4, Census Tract 118, Jasper County, Missouri",719,59
1500000US290970119001,290970119001,"Block Group 1, Census Tract 119, Jasper County, Missouri",906,241
1500000US290970119002,290970119002,"Block Group 2, Census Tract 119, Jasper County, Missouri",717,19
1500000US290970119003,290970119003,"Block Group 3, Census Tract 119, Jasper County, Missouri",690,110
1500000US290970120001,290970120001,"Block Group 1, Census Tract 120, Jasper County, Missouri",978,207
1500000US290970120002,290970120002,"Block Group 2, Census Tract 120, Jasper County, Missouri",498,399
1500000US290970120003,290970120003,"Block Group 3, Census Tract 120, Jasper County, Missouri",434,43
1500000US290970120004,290970120004,"Block Group 4, Census Tract 120, Jasper County, Missouri",742,360
1500000US290970120005,290970120005,"Block Group 5, Census Tract 120, Jasper County, Missouri",663,168
1500000US290970121001,290970121001,"Block Group 1, Census Tract 121, Jasper County, Missouri",771,78
1500000US290970121002,290970121002,"Block Group 2, Census Tract 121, Jasper County, Missouri",596,181
1500000US290970121003,290970121003,"Block Group 3, Census Tract 121, Jasper County, Missouri",950,274
1500000US290970122001,290970122001,"Block Group 1, Census Tract 122, Jasper County, Missouri",415,155
1500000US290970122002,290970122002,"Block Group 2, Census Tract 122, Jasper County, Missouri",838,111
1500000US290970122003,290970122003,"Block Group 3, Census Tract 122, Jasper County, Missouri",563,242
1500000US290970122004,290970122004,"Block Group 4, Census Tract 122, Jasper County, Missouri",784,52
1500000US290970122005,290970122005,"Block Group 5, Census Tract 122, Jasper County, Missouri",591,18
1500000US290997001071,290997001071,"Block Group 1, Census Tract 7001.07, Jefferson County, Missouri",970,221
1500000US290997001072,290997001072,"Block Group 2, Census Tract 7001.07, Jefferson County, Missouri",838,132
1500000US290997001091,290997001091,"Block Group 1, Census Tract 7001.09, Jefferson County, Missouri",1067,803
1500000US290997001092,290997001092,"Block Group 2, Census Tract 7001.09, Jefferson County, Missouri",-,**
1500000US290997001093,290997001093,"Block Group 3, Census Tract 7001.09, Jefferson County, Missouri",-,**
1500000US290997001094,290997001094,"Block Group 4, Census Tract 7001.09, Jefferson County, Missouri",977,155
1500000US290997001095,290997001095,"Block Group 5, Census Tract 7001.09, Jefferson County, Missouri",-,**
1500000US290997001101,290997001101,"Block Group 1, Census Tract 7001.10, Jefferson County, Missouri",1068,84
1500000US290997001102,290997001102,"Block Group 2, Census Tract 7001.10, Jefferson County, Missouri",-,**
1500000US290997001103,290997001103,"Block Group 3, Census Tract 7001.10, Jefferson County, Missouri",1202,121
1500000US290997001111,290997001111,"Block Group 1, Census Tract 7001.11, Jefferson County, Missouri",874,256
1500000US290997001112,290997001112,"Block Group 2, Census Tract 7001.11, Jefferson County, Missouri",1043,164
1500000US290997001131,290997001131,"Block Group 1, Census Tract 7001.13, Jefferson County, Missouri",-,**
1500000US290997001132,290997001132,"Block Group 2, Census Tract 7001.13, Jefferson County, Missouri",1136,122
1500000US290997001141,290997001141,"Block Group 1, Census Tract 7001.14, Jefferson County, Missouri",890,60
1500000US290997001142,290997001142,"Block Group 2, Census Tract 7001.14, Jefferson County, Missouri",892,386
1500000US290997001151,290997001151,"Block Group 1, Census Tract 7001.15, Jefferson County, Missouri",686,269
1500000US290997001152,290997001152,"Block Group 2, Census Tract 7001.15, Jefferson County, Missouri",1048,299
1500000US290997001153,290997001153,"Block Group 3, Census Tract 7001.15, Jefferson County, Missouri",645,575
1500000US290997001161,290997001161,"Block Group 1, Census Tract 7001.16, Jefferson County, Missouri",1039,133
1500000US290997001162,290997001162,"Block Group 2, Census Tract 7001.16, Jefferson County, Missouri",1071,72
1500000US290997001171,290997001171,"Block Group 1, Census Tract 7001.17, Jefferson County, Missouri",796,340
1500000US290997001172,290997001172,"Block Group 2, Census Tract 7001.17, Jefferson County, Missouri",798,100
1500000US290997001173,290997001173,"Block Group 3, Census Tract 7001.17, Jefferson County, Missouri",575,17
1500000US290997001181,290997001181,"Block Group 1, Census Tract 7001.18, Jefferson County, Missouri",787,59
1500000US290997001182,290997001182,"Block Group 2, Census Tract 7001.18, Jefferson County, Missouri",972,59
1500000US290997001183,290997001183,"Block Group 3, Census Tract 7001.18, Jefferson County, Missouri",-,**
1500000US290997001184,290997001184,"Block Group 4, Census Tract 7001.18, Jefferson County, Missouri",851,120
1500000US290997001191,290997001191,"Block Group 1, Census Tract 7001.19, Jefferson County, Missouri",618,62
1500000US290997001192,290997001192,"Block Group 2, Census Tract 7001.19, Jefferson County, Missouri",853,217
1500000US290997002031,290997002031,"Block Group 1, Census Tract 7002.03, Jefferson County, Missouri",841,53
1500000US290997002032,290997002032,"Block Group 2, Census Tract 7002.03, Jefferson County, Missouri",895,196
1500000US290997002033,290997002033,"Block Group 3, Census Tract 7002.03, Jefferson County, Missouri",845,173
1500000US290997002061,290997002061,"Block Group 1, Census Tract 7002.06, Jefferson County, Missouri",918,116
1500000US290997002062,290997002062,"Block Group 2, Census Tract 7002.06, Jefferson County, Missouri",-,**
1500000US290997002063,290997002063,"Block Group 3, Census Tract 7002.06, Jefferson County, Missouri",840,35
1500000US290997002071,290997002071,"Block Group 1, Census Tract 7002.07, Jefferson County, Missouri",737,425
1500000US290997002072,290997002072,"Block Group 2, Census Tract 7002.07, Jefferson County, Missouri",1052,176
1500000US290997002081,290997002081,"Block Group 1, Census Tract 7002.08, Jefferson County, Missouri",1462,213
1500000US290997002082,290997002082,"Block Group 2, Census Tract 7002.08, Jefferson County, Missouri",837,59
1500000US290997002083,290997002083,"Block Group 3, Census Tract 7002.08, Jefferson County, Missouri",580,35
1500000US290997002084,290997002084,"Block Group 4, Census Tract 7002.08, Jefferson County, Missouri",846,217
1500000US290997002091,290997002091,"Block Group 1, Census Tract 7002.09, Jefferson County, Missouri",1147,424
1500000US290997002101,290997002101,"Block Group 1, Census Tract 7002.10, Jefferson County, Missouri",1031,340
1500000US290997002102,290997002102,"Block Group 2, Census Tract 7002.10, Jefferson County, Missouri",-,**
1500000US290997002111,290997002111,"Block Group 1, Census Tract 7002.11, Jefferson County, Missouri",980,383
1500000US290997002112,290997002112,"Block Group 2, Census Tract 7002.11, Jefferson County, Missouri",936,199
1500000US290997003021,290997003021,"Block Group 1, Census Tract 7003.02, Jefferson County, Missouri",874,183
1500000US290997003022,290997003022,"Block Group 2, Census Tract 7003.02, Jefferson County, Missouri",845,85
1500000US290997003031,290997003031,"Block Group 1, Census Tract 7003.03, Jefferson County, Missouri",738,218
1500000US290997003032,290997003032,"Block Group 2, Census Tract 7003.03, Jefferson County, Missouri",939,187
1500000US290997003033,290997003033,"Block Group 3, Census Tract 7003.03, Jefferson County, Missouri",932,167
1500000US290997003041,290997003041,"Block Group 1, Census Tract 7003.04, Jefferson County, Missouri",591,178
1500000US290997003042,290997003042,"Block Group 2, Census Tract 7003.04, Jefferson County, Missouri",540,225
1500000US290997003043,290997003043,"Block Group 3, Census Tract 7003.04, Jefferson County, Missouri",1035,303
1500000US290997004011,290997004011,"Block Group 1, Census Tract 7004.01, Jefferson County, Missouri",847,234
1500000US290997004012,290997004012,"Block Group 2, Census Tract 7004.01, Jefferson County, Missouri",-,**
1500000US290997004013,290997004013,"Block Group 3, Census Tract 7004.01, Jefferson County, Missouri",-,**
1500000US290997004021,290997004021,"Block Group 1, Census Tract 7004.02, Jefferson County, Missouri",-,**
1500000US290997004022,290997004022,"Block Group 2, Census Tract 7004.02, Jefferson County, Missouri",959,367
1500000US290997005021,290997005021,"Block Group 1, Census Tract 7005.02, Jefferson County, Missouri",-,**
1500000US290997005022,290997005022,"Block Group 2, Census Tract 7005.02, Jefferson County, Missouri",-,**
1500000US290997005023,290997005023,"Block Group 3, Census Tract 7005.02, Jefferson County, Missouri",-,**
1500000US290997005024,290997005024,"Block Group 4, Census Tract 7005.02, Jefferson County, Missouri",1109,226
1500000US290997005031,290997005031,"Block Group 1, Census Tract 7005.03, Jefferson County, Missouri",398,165
1500000US290997005032,290997005032,"Block Group 2, Census Tract 7005.03, Jefferson County, Missouri",968,311
1500000US290997005041,290997005041,"Block Group 1, Census Tract 7005.04, Jefferson County, Missouri",2597,2319
1500000US290997005042,290997005042,"Block Group 2, Census Tract 7005.04, Jefferson County, Missouri",1242,311
1500000US290997005043,290997005043,"Block Group 3, Census Tract 7005.04, Jefferson County, Missouri",936,260
1500000US290997006011,290997006011,"Block Group 1, Census Tract 7006.01, Jefferson County, Missouri",715,408
1500000US290997006012,290997006012,"Block Group 2, Census Tract 7006.01, Jefferson County, Missouri",864,198
1500000US290997006013,290997006013,"Block Group 3, Census Tract 7006.01, Jefferson County, Missouri",683,259
1500000US290997006014,290997006014,"Block Group 4, Census Tract 7006.01, Jefferson County, Missouri",319,286
1500000US290997006031,290997006031,"Block Group 1, Census Tract 7006.03, Jefferson County, Missouri",-,**
1500000US290997006032,290997006032,"Block Group 2, Census Tract 7006.03, Jefferson County, Missouri",-,**
1500000US290997006033,290997006033,"Block Group 3, Census Tract 7006.03, Jefferson County, Missouri",827,245
1500000US290997006041,290997006041,"Block Group 1, Census Tract 7006.04, Jefferson County, Missouri",786,210
1500000US290997006042,290997006042,"Block Group 2, Census Tract 7006.04, Jefferson County, Missouri",900,474
1500000US290997006043,290997006043,"Block Group 3, Census Tract 7006.04, Jefferson County, Missouri",807,457
1500000US290997006051,290997006051,"Block Group 1, Census Tract 7006.05, Jefferson County, Missouri",-,**
1500000US290997006052,290997006052,"Block Group 2, Census Tract 7006.05, Jefferson County, Missouri",800,433
1500000US290997006053,290997006053,"Block Group 3, Census Tract 7006.05, Jefferson County, Missouri",677,273
1500000US290997006054,290997006054,"Block Group 4, Census Tract 7006.05, Jefferson County, Missouri",756,104
1500000US290997007001,290997007001,"Block Group 1, Census Tract 7007, Jefferson County, Missouri",1033,143
1500000US290997007002,290997007002,"Block Group 2, Census Tract 7007, Jefferson County, Missouri",746,157
1500000US290997007003,290997007003,"Block Group 3, Census Tract 7007, Jefferson County, Missouri",-,**
1500000US290997007004,290997007004,"Block Group 4, Census Tract 7007, Jefferson County, Missouri",-,**
1500000US290997007005,290997007005,"Block Group 5, Census Tract 7007, Jefferson County, Missouri",833,156
1500000US290997008011,290997008011,"Block Group 1, Census Tract 7008.01, Jefferson County, Missouri",-,**
1500000US290997008012,290997008012,"Block Group 2, Census Tract 7008.01, Jefferson County, Missouri",912,334
1500000US290997008013,290997008013,"Block Group 3, Census Tract 7008.01, Jefferson County, Missouri",895,469
1500000US290997008014,290997008014,"Block Group 4, Census Tract 7008.01, Jefferson County, Missouri",720,205
1500000US290997008015,290997008015,"Block Group 5, Census Tract 7008.01, Jefferson County, Missouri",738,69
1500000US290997008021,290997008021,"Block Group 1, Census Tract 7008.02, Jefferson County, Missouri",1077,77
1500000US290997008022,290997008022,"Block Group 2, Census Tract 7008.02, Jefferson County, Missouri",1521,725
1500000US290997009001,290997009001,"Block Group 1, Census Tract 7009, Jefferson County, Missouri",748,122
1500000US290997009002,290997009002,"Block Group 2, Census Tract 7009, Jefferson County, Missouri",677,229
1500000US290997009003,290997009003,"Block Group 3, Census Tract 7009, Jefferson County, Missouri",1011,366
1500000US290997010001,290997010001,"Block Group 1, Census Tract 7010, Jefferson County, Missouri",1348,219
1500000US290997010002,290997010002,"Block Group 2, Census Tract 7010, Jefferson County, Missouri",-,**
1500000US290997010003,290997010003,"Block Group 3, Census Tract 7010, Jefferson County, Missouri",-,**
1500000US290997010004,290997010004,"Block Group 4, Census Tract 7010, Jefferson County, Missouri",675,215
1500000US290997010005,290997010005,"Block Group 5, Census Tract 7010, Jefferson County, Missouri",865,48
1500000US290997010006,290997010006,"Block Group 6, Census Tract 7010, Jefferson County, Missouri",-,**
1500000US290997011011,290997011011,"Block Group 1, Census Tract 7011.01, Jefferson County, Missouri",-,**
1500000US290997011012,290997011012,"Block Group 2, Census Tract 7011.01, Jefferson County, Missouri",-,**
1500000US290997011013,290997011013,"Block Group 3, Census Tract 7011.01, Jefferson County, Missouri",779,12
1500000US290997011021,290997011021,"Block Group 1, Census Tract 7011.02, Jefferson County, Missouri",586,293
1500000US290997011022,290997011022,"Block Group 2, Census Tract 7011.02, Jefferson County, Missouri",-,**
1500000US290997011023,290997011023,"Block Group 3, Census Tract 7011.02, Jefferson County, Missouri",-,**
1500000US290997011024,290997011024,"Block Group 4, Census Tract 7011.02, Jefferson County, Missouri",-,**
1500000US290997011025,290997011025,"Block Group 5, Census Tract 7011.02, Jefferson County, Missouri",978,701
1500000US290997011026,290997011026,"Block Group 6, Census Tract 7011.02, Jefferson County, Missouri",-,**
1500000US290997012001,290997012001,"Block Group 1, Census Tract 7012, Jefferson County, Missouri",705,211
1500000US290997012002,290997012002,"Block Group 2, Census Tract 7012, Jefferson County, Missouri",928,57
1500000US290997012003,290997012003,"Block Group 3, Census Tract 7012, Jefferson County, Missouri",584,207
1500000US290997012004,290997012004,"Block Group 4, Census Tract 7012, Jefferson County, Missouri",704,501
1500000US290997012005,290997012005,"Block Group 5, Census Tract 7012, Jefferson County, Missouri",830,614
1500000US290997012006,290997012006,"Block Group 6, Census Tract 7012, Jefferson County, Missouri",-,**
1500000US290997013001,290997013001,"Block Group 1, Census Tract 7013, Jefferson County, Missouri",718,86
1500000US290997013002,290997013002,"Block Group 2, Census Tract 7013, Jefferson County, Missouri",886,179
1500000US290997013003,290997013003,"Block Group 3, Census Tract 7013, Jefferson County, Missouri",-,**
1500000US290997014011,290997014011,"Block Group 1, Census Tract 7014.01, Jefferson County, Missouri",775,85
1500000US290997014012,290997014012,"Block Group 2, Census Tract 7014.01, Jefferson County, Missouri",-,**
1500000US290997014031,290997014031,"Block Group 1, Census Tract 7014.03, Jefferson County, Missouri",864,208
1500000US290997014032,290997014032,"Block Group 2, Census Tract 7014.03, Jefferson County, Missouri",-,**
1500000US290997014041,290997014041,"Block Group 1, Census Tract 7014.04, Jefferson County, Missouri",-,**
1500000US290997014042,290997014042,"Block Group 2, Census Tract 7014.04, Jefferson County, Missouri",-,**
1500000US290997014043,290997014043,"Block Group 3, Census Tract 7014.04, Jefferson County, Missouri",-,**
1500000US291019601001,291019601001,"Block Group 1, Census Tract 9601, Johnson County, Missouri",934,55
1500000US291019601002,291019601002,"Block Group 2, Census Tract 9601, Johnson County, Missouri",-,**
1500000US291019601003,291019601003,"Block Group 3, Census Tract 9601, Johnson County, Missouri",-,**
1500000US291019601004,291019601004,"Block Group 4, Census Tract 9601, Johnson County, Missouri",-,**
1500000US291019602001,291019602001,"Block Group 1, Census Tract 9602, Johnson County, Missouri",645,643
1500000US291019602002,291019602002,"Block Group 2, Census Tract 9602, Johnson County, Missouri",463,80
1500000US291019602003,291019602003,"Block Group 3, Census Tract 9602, Johnson County, Missouri",674,39
1500000US291019602004,291019602004,"Block Group 4, Census Tract 9602, Johnson County, Missouri",783,92
1500000US291019602005,291019602005,"Block Group 5, Census Tract 9602, Johnson County, Missouri",659,218
1500000US291019603001,291019603001,"Block Group 1, Census Tract 9603, Johnson County, Missouri",-,**
1500000US291019603002,291019603002,"Block Group 2, Census Tract 9603, Johnson County, Missouri",595,87
1500000US291019603003,291019603003,"Block Group 3, Census Tract 9603, Johnson County, Missouri",1013,249
1500000US291019603004,291019603004,"Block Group 4, Census Tract 9603, Johnson County, Missouri",1028,134
1500000US291019603005,291019603005,"Block Group 5, Census Tract 9603, Johnson County, Missouri",998,115
1500000US291019604001,291019604001,"Block Group 1, Census Tract 9604, Johnson County, Missouri",706,48
1500000US291019604002,291019604002,"Block Group 2, Census Tract 9604, Johnson County, Missouri",798,129
1500000US291019604003,291019604003,"Block Group 3, Census Tract 9604, Johnson County, Missouri",645,146
1500000US291019605001,291019605001,"Block Group 1, Census Tract 9605, Johnson County, Missouri",687,51
1500000US291019605002,291019605002,"Block Group 2, Census Tract 9605, Johnson County, Missouri",795,80
1500000US291019605003,291019605003,"Block Group 3, Census Tract 9605, Johnson County, Missouri",798,96
1500000US291019605004,291019605004,"Block Group 4, Census Tract 9605, Johnson County, Missouri",998,283
1500000US291019606001,291019606001,"Block Group 1, Census Tract 9606, Johnson County, Missouri",719,102
1500000US291019606002,291019606002,"Block Group 2, Census Tract 9606, Johnson County, Missouri",736,237
1500000US291019606003,291019606003,"Block Group 3, Census Tract 9606, Johnson County, Missouri",642,183
1500000US291019606004,291019606004,"Block Group 4, Census Tract 9606, Johnson County, Missouri",1020,102
1500000US291019607001,291019607001,"Block Group 1, Census Tract 9607, Johnson County, Missouri",624,54
1500000US291019607002,291019607002,"Block Group 2, Census Tract 9607, Johnson County, Missouri",1014,157
1500000US291019607003,291019607003,"Block Group 3, Census Tract 9607, Johnson County, Missouri",636,40
1500000US291019607004,291019607004,"Block Group 4, Census Tract 9607, Johnson County, Missouri",1135,53
1500000US291019609001,291019609001,"Block Group 1, Census Tract 9609, Johnson County, Missouri",814,189
1500000US291019609002,291019609002,"Block Group 2, Census Tract 9609, Johnson County, Missouri",667,132
1500000US291019609003,291019609003,"Block Group 3, Census Tract 9609, Johnson County, Missouri",713,181
1500000US291019609004,291019609004,"Block Group 4, Census Tract 9609, Johnson County, Missouri",686,24
1500000US291019800001,291019800001,"Block Group 1, Census Tract 9800, Johnson County, Missouri",1054,80
1500000US291019800002,291019800002,"Block Group 2, Census Tract 9800, Johnson County, Missouri",1174,117
1500000US291039601001,291039601001,"Block Group 1, Census Tract 9601, Knox County, Missouri",668,133
1500000US291039601002,291039601002,"Block Group 2, Census Tract 9601, Knox County, Missouri",581,53
1500000US291039601003,291039601003,"Block Group 3, Census Tract 9601, Knox County, Missouri",-,**
1500000US291039602001,291039602001,"Block Group 1, Census Tract 9602, Knox County, Missouri",517,186
1500000US291039602002,291039602002,"Block Group 2, Census Tract 9602, Knox County, Missouri",586,322
1500000US291059601001,291059601001,"Block Group 1, Census Tract 9601, Laclede County, Missouri",-,**
1500000US291059601002,291059601002,"Block Group 2, Census Tract 9601, Laclede County, Missouri",384,80
1500000US291059601003,291059601003,"Block Group 3, Census Tract 9601, Laclede County, Missouri",-,**
1500000US291059601004,291059601004,"Block Group 4, Census Tract 9601, Laclede County, Missouri",519,241
1500000US291059601005,291059601005,"Block Group 5, Census Tract 9601, Laclede County, Missouri",589,157
1500000US291059602981,291059602981,"Block Group 1, Census Tract 9602.98, Laclede County, Missouri",731,15
1500000US291059602982,291059602982,"Block Group 2, Census Tract 9602.98, Laclede County, Missouri",638,73
1500000US291059602983,291059602983,"Block Group 3, Census Tract 9602.98, Laclede County, Missouri",621,74
1500000US291059602984,291059602984,"Block Group 4, Census Tract 9602.98, Laclede County, Missouri",-,**
1500000US291059602985,291059602985,"Block Group 5, Census Tract 9602.98, Laclede County, Missouri",425,285
1500000US291059602986,291059602986,"Block Group 6, Census Tract 9602.98, Laclede County, Missouri",672,140
1500000US291059603001,291059603001,"Block Group 1, Census Tract 9603, Laclede County, Missouri",-,**
1500000US291059603002,291059603002,"Block Group 2, Census Tract 9603, Laclede County, Missouri",790,65
1500000US291059603003,291059603003,"Block Group 3, Census Tract 9603, Laclede County, Missouri",-,**
1500000US291059603004,291059603004,"Block Group 4, Census Tract 9603, Laclede County, Missouri",782,153
1500000US291059603005,291059603005,"Block Group 5, Census Tract 9603, Laclede County, Missouri",727,159
1500000US291059604001,291059604001,"Block Group 1, Census Tract 9604, Laclede County, Missouri",-,**
1500000US291059604002,291059604002,"Block Group 2, Census Tract 9604, Laclede County, Missouri",466,122
1500000US291059604003,291059604003,"Block Group 3, Census Tract 9604, Laclede County, Missouri",794,278
1500000US291059604004,291059604004,"Block Group 4, Census Tract 9604, Laclede County, Missouri",340,331
1500000US291059605001,291059605001,"Block Group 1, Census Tract 9605, Laclede County, Missouri",530,257
1500000US291059605002,291059605002,"Block Group 2, Census Tract 9605, Laclede County, Missouri",540,77
1500000US291059605003,291059605003,"Block Group 3, Census Tract 9605, Laclede County, Missouri",581,145
1500000US291059605004,291059605004,"Block Group 4, Census Tract 9605, Laclede County, Missouri",745,129
1500000US291059606001,291059606001,"Block Group 1, Census Tract 9606, Laclede County, Missouri",600,66
1500000US291059606002,291059606002,"Block Group 2, Census Tract 9606, Laclede County, Missouri",530,92
1500000US291059606003,291059606003,"Block Group 3, Census Tract 9606, Laclede County, Missouri",595,39
1500000US291059606004,291059606004,"Block Group 4, Census Tract 9606, Laclede County, Missouri",755,51
1500000US291070901001,291070901001,"Block Group 1, Census Tract 901, Lafayette County, Missouri",281,265
1500000US291070901002,291070901002,"Block Group 2, Census Tract 901, Lafayette County, Missouri",797,113
1500000US291070901003,291070901003,"Block Group 3, Census Tract 901, Lafayette County, Missouri",686,203
1500000US291070901004,291070901004,"Block Group 4, Census Tract 901, Lafayette County, Missouri",-,**
1500000US291070901005,291070901005,"Block Group 5, Census Tract 901, Lafayette County, Missouri",594,95
1500000US291070902001,291070902001,"Block Group 1, Census Tract 902, Lafayette County, Missouri",565,318
1500000US291070902002,291070902002,"Block Group 2, Census Tract 902, Lafayette County, Missouri",658,217
1500000US291070902003,291070902003,"Block Group 3, Census Tract 902, Lafayette County, Missouri",910,314
